name,Date,datetime,Open,High,Low,Close,Volume,adj_close,ret,mon,momentum_total,momentum,runmeanPrice,price_mon,pprice,runmeanVol,runmeanVol50,volume_mon,vol,gray,blue,yellow,green
BADGERUSDT,2022-07-04 20:00:00,1656979200000,3.19,3.24,2.98,3.01,101533.67,3.01,-0.056426332288401326,0,7.0,0,3.1413333333333333,-4.180814940577256,0,262767.828,230353.02036,14.071796232296638,0,0,0,0,0
MASKUSDT,2022-07-04 20:00:00,1656979200000,1.52,1.537,1.404,1.422,1742180.3,1.422,-0.06385780118499007,0,7.0,0,1.5244000000000002,-6.717397008659161,0,3991364.673333334,3559668.036,12.127440900877701,0,0,0,0,0
HBARUSDT,2022-07-04 20:00:00,1656979200000,0.0636,0.0649,0.055,0.0611,56105560.0,0.0611,-0.03930817610062898,0,7.0,0,0.0665,-8.120300751879702,0,62814790.6,57666102.48,8.928448253955944,0,0,0,0,0
EURUSDT,2022-07-04 20:00:00,1656979200000,1.044,1.0453,1.025,1.0265,59723146.1,1.0265,-0.01676245210727978,0,7.0,0,1.0480533333333333,-2.0565111190270198,0,42273634.46666667,39159453.0,7.952566310532143,0,0,0,0,0
BTCSTUSDT,2022-07-04 20:00:00,1656979200000,5.64,5.79,5.35,5.42,89941.31,5.42,-0.03900709219858156,0,7.0,0,5.513333333333333,-1.6928657799274396,0,228431.4406666668,212276.4412,7.610359103131039,0,0,0,0,0
RVNUSDT,2022-07-04 20:00:00,1656979200000,0.02352,0.02396,0.02223,0.02262,103824513.7,0.02262,-0.037856231390897443,0,7.0,0,0.023630666666666668,-4.276928285279015,0,157058201.88666666,149285559.034,5.206560435558549,0,0,0,0,0
ENJUSDT,2022-07-04 20:00:00,1656979200000,0.519,0.572,0.518,0.529,19392122.9,0.529,0.019267822736030782,1,7.0,0,0.5181333333333333,2.0972722593926965,0,14150039.819999998,13558999.338,4.359027294466846,0,0,0,0,0
WRXUSDT,2022-07-04 20:00:00,1656979200000,0.215,0.218,0.206,0.208,1689349.6,0.208,-0.032558139534883734,0,7.0,0,0.2176,-4.4117647058823515,0,5165948.446666666,4956835.93,4.21866932090824,0,0,0,0,0
ADXUSDT,2022-07-04 20:00:00,1656979200000,0.1541,0.1549,0.1459,0.1473,3044793.0,0.1473,-0.04474708171206232,0,7.0,0,0.14829333333333333,-0.6698435533177571,0,8485538.066666666,8220825.48,3.2200244040050583,0,0,0,0,0
GLMRUSDT,2022-07-04 20:00:00,1656979200000,0.7004,0.7113,0.6561,0.6657,4287464.8,0.6657,-0.04927163667523582,0,7.0,0,0.66454,0.17455683630781274,0,9114016.6,9018242.182,1.0620076071050848,0,0,0,0,0
WANUSDT,2022-07-04 20:00:00,1656979200000,0.1904,0.1915,0.1856,0.1883,2535978.0,0.1883,-0.012585212375458954,0,7.0,0,0.19362666666666667,-2.7509984850571585,0,3324603.8666666667,3315396.26,0.27772265951301167,0,0,0,0,0
JSTUSDT,2022-07-04 20:00:00,1656979200000,0.02918,0.02986,0.02822,0.02854,154524057.5,0.02854,-0.02193283070596308,0,7.0,0,0.028958666666666667,-1.445738754086288,0,235265140.52,237335105.05200002,-0.8721695560151023,0,0,0,0,0
OGNUSDT,2022-07-04 20:00:00,1656979200000,0.3127,0.3222,0.2855,0.2902,57277482.0,0.2902,-0.07225063938618925,0,7.0,0,0.27276666666666666,6.391299034583903,0,69336614.53333333,71100084.04,-2.4802636037315646,0,0,0,0,0
XVGUSDT,2022-07-04 20:00:00,1656979200000,0.00316,0.00319,0.003,0.00303,70378768.0,0.00303,-0.04416403785488954,0,7.0,0,0.0030700000000000002,-1.3029315960912085,0,224767672.33333334,232947949.32,-3.5116329680281595,0,0,0,0,0
ARUSDT,2022-07-04 20:00:00,1656979200000,12.09,12.48,11.2,11.8,581734.14,11.8,-0.025598678777869477,0,7.0,0,10.310666666666666,14.444588128798665,0,646101.3246666667,672432.2922,-3.915779750432001,0,0,0,0,0
ANKRUSDT,2022-07-04 20:00:00,1656979200000,0.02838,0.02864,0.02687,0.02737,38877992.0,0.02737,-0.034908321579689705,0,7.0,0,0.028794,-4.945474751684385,0,108849932.94666661,113689785.72,-4.25706913130541,0,0,0,0,0
CHZUSDT,2022-07-04 20:00:00,1656979200000,0.1021,0.1032,0.0963,0.0975,53855527.0,0.0975,-0.04317958783120712,0,7.0,0,0.09949333333333334,-2.0034843205574906,0,117511425.73333333,124249097.48,-5.422712827150485,0,0,0,0,0
FLOWUSDT,2022-07-04 20:00:00,1656979200000,1.6,1.67,1.54,1.56,1809567.19,1.56,-0.025000000000000022,0,7.0,0,1.5859999999999999,-1.6393442622950696,0,2392884.48,2531164.551,-5.463100806518841,0,0,0,0,0
ACHUSDT,2022-07-04 20:00:00,1656979200000,0.0123,0.01239,0.01178,0.01202,53251998.0,0.01202,-0.021969080553295495,0,7.0,0,0.012160666666666665,-1.1567348281344143,0,186000648.33333334,198630991.84,-6.358697295757641,0,0,0,0,0
TWTUSDT,2022-07-04 20:00:00,1656979200000,0.7816,0.7845,0.735,0.7477,2100097.0,0.7477,-0.04373960864560689,0,7.0,0,0.7879400000000001,-5.106987841713842,0,4905743.866666666,5462889.9,-10.198741756324507,0,0,0,0,0
SUPERUSDT,2022-07-04 20:00:00,1656979200000,0.1244,0.1261,0.1163,0.1181,5575532.0,0.1181,-0.05064308681672025,0,7.0,0,0.1317,-10.326499620349288,0,11635977.466666667,13041063.66,-10.774322018249647,0,0,0,0,0
QNTUSDT,2022-07-04 20:00:00,1656979200000,60.7,63.0,56.1,58.0,31987.104,58.0,-0.04448105436573313,0,7.0,0,56.89333333333333,1.9451605343332594,0,43232.1608,48654.386040000005,-11.144370901201503,0,0,0,0,0
CAKEUSDT,2022-07-04 20:00:00,1656979200000,3.151,3.222,3.01,3.048,1554389.65,3.048,-0.032688035544271576,0,7.0,0,3.1561333333333335,-3.4261332432089926,0,1821275.092,2101631.77118,-13.33995246096745,0,0,0,0,0
INJUSDT,2022-07-04 20:00:00,1656979200000,1.245,1.393,1.202,1.249,3127328.6,1.249,0.0024077046548958148,1,7.0,0,1.2889333333333333,-3.0981690286541705,0,1264533.9266666668,1472164.59142,-14.103767062693699,0,0,0,0,0
CELRUSDT,2022-07-04 20:00:00,1656979200000,0.01542,0.01655,0.01456,0.01477,223108196.2,0.01477,-0.040909090909090895,0,7.0,0,0.015842666666666665,-6.7707456657128295,0,313680148.5933333,365526213.198,-14.183952540931033,0,0,0,0,0
POWRUSDT,2022-07-04 20:00:00,1656979200000,0.2296,0.237,0.2195,0.2224,3782339.0,0.2224,-0.030091583078936,0,7.0,0,0.2263133333333333,-1.729166052964912,0,9197449.533333333,10794940.94,-14.798519191033819,0,0,0,0,0
OMUSDT,2022-07-04 20:00:00,1656979200000,0.0385,0.0392,0.0364,0.037,5955125.0,0.037,-0.043927648578811374,0,7.0,0,0.03816666666666667,-3.0567685589519735,0,20399954.066666666,24063233.56,-15.223554574239575,0,0,0,0,0
HIGHUSDT,2022-07-04 20:00:00,1656979200000,1.32,1.36,1.25,1.27,495203.584,1.27,-0.037878787878787956,0,7.0,0,1.2826666666666666,-0.9875259875259828,0,899100.2551333334,1075729.3101000001,-16.419470335920032,0,0,0,0,0
MBOXUSDT,2022-07-04 20:00:00,1656979200000,0.588,0.605,0.555,0.562,2475078.5,0.562,-0.04421768707482976,0,7.0,0,0.5838666666666666,-3.745147293902704,0,5244678.6866666665,6324590.042,-17.074804029382395,0,0,0,0,0
NEARUSDT,2022-07-04 20:00:00,1656979200000,3.521,3.593,3.262,3.338,8662137.3,3.338,-0.051973871059358134,0,7.0,0,3.5267333333333335,-5.351505642615454,0,11239785.753333334,13708967.0744,-18.01143228126642,0,0,0,0,0
WTCUSDT,2022-07-04 20:00:00,1656979200000,0.1813,0.1833,0.1728,0.1753,1515309.0,0.1753,-0.034159779614324925,0,7.0,0,0.18037999999999998,-2.81627674908525,0,3883116.466666667,4776867.34,-18.709978940577678,0,0,0,0,0
GRTUSDT,2022-07-04 20:00:00,1656979200000,0.0982,0.1014,0.092,0.0944,59918707.0,0.0944,-0.03673469387755113,0,7.0,0,0.10146666666666666,-6.964520367936925,0,70513136.0,87116308.2326,-19.05862698895554,0,0,0,0,0
MINAUSDT,2022-07-04 20:00:00,1656979200000,0.648,0.679,0.621,0.639,4837469.7,0.639,-0.01388888888888895,0,7.0,0,0.645,-0.9302325581395358,0,6492283.206666666,8038900.84,-19.239167942433955,0,0,0,0,0
SCRTUSDT,2022-07-04 20:00:00,1656979200000,0.986,1.003,0.946,0.967,364375.1,0.967,-0.01926977687626774,0,7.0,0,0.9914,-2.461166027839417,0,763646.1933333334,947647.4240000001,-19.416633866844844,0,0,0,0,0
XRPUSDT,2022-07-04 20:00:00,1656979200000,0.3287,0.331,0.3128,0.3163,233720300.0,0.3163,-0.03772436872528129,0,7.0,0,0.33432666666666666,-5.391932042513301,0,292088670.0,364323491.77559996,-19.827110632792245,0,0,0,0,0
QTUMUSDT,2022-07-04 20:00:00,1656979200000,2.901,2.926,2.721,2.776,438230.2,2.776,-0.043088590141330596,0,7.0,0,2.886866666666667,-3.840380574094196,0,795938.12,1003376.2876,-20.67401533837085,0,0,0,0,0
VETUSDT,2022-07-04 20:00:00,1656979200000,0.02331,0.02352,0.02196,0.02228,444477424.9,0.02228,-0.044596912521440824,0,7.0,0,0.02343733333333333,-4.937990670155862,0,692490146.0133334,876838603.1939999,-21.0242177419143,0,0,0,0,0
THETAUSDT,2022-07-04 20:00:00,1656979200000,1.253,1.27,1.158,1.188,7023541.3,1.188,-0.051118210862619806,0,7.0,0,1.2638,-5.997784459566394,0,9010752.013333332,11809890.35,-23.70164543201426,0,0,0,0,0
TRXDOWNUSDT,2022-07-04 20:00:00,1656979200000,1.319,1.356,1.192,1.332,703597.27,1.332,0.006802721088435382,1,7.0,0,1.5457333333333334,-13.827309583369274,0,911781.4666666667,1195120.6462,-23.707998053103452,0,0,0,0,0
SLPUSDT,2022-07-04 20:00:00,1656979200000,0.0039,0.00394,0.00371,0.00375,1000826055.0,0.00375,-0.038461538461538436,0,7.0,0,0.003878666666666667,-3.3172911653489283,0,1678147726.6,2218564035.26,-24.358833014106228,0,0,0,0,0
UMAUSDT,2022-07-04 20:00:00,1656979200000,2.745,2.789,2.577,2.617,517616.7,2.617,-0.046977421704297195,0,7.0,0,2.6192,-0.08399511301161429,0,1168220.0533333332,1567385.1420000002,-25.4669435080473,0,0,0,0,0
USDSBUSDT,2022-07-04 20:00:00,1656979200000,0.3197,0.323,0.3012,0.3056,20036237.0,0.3056,-0.04380475594493116,0,7.0,0,0.32012666666666667,-4.537787125929326,0,33856372.93333333,45828705.235,-26.124090218728757,0,0,0,0,0
ALGOUSDT,2022-07-04 20:00:00,1656979200000,0.3197,0.323,0.3012,0.3056,20036237.0,0.3056,-0.04380475594493116,0,7.0,0,0.32012666666666667,-4.537787125929326,0,33856372.93333333,45828705.235,-26.124090218728757,0,0,0,0,0
GTCUSDT,2022-07-04 20:00:00,1656979200000,2.628,2.653,2.449,2.47,447047.5,2.47,-0.059047619047619015,0,7.0,0,2.7064666666666666,-8.73709880040396,0,1211305.7266666666,1665941.988,-27.29004158657014,0,0,0,0,0
OGUSDT,2022-07-04 20:00:00,1656979200000,3.312,3.332,3.227,3.29,338898.3,3.29,-0.0066425120772946045,0,7.0,0,3.1819333333333333,3.3962580401852156,0,1653130.326666666,2279821.816,-27.48861708994779,0,0,0,0,0
LTCUSDT,2022-07-04 20:00:00,1656979200000,52.24,52.48,47.95,48.32,348107.698,48.32,-0.07539226942212007,0,7.0,0,53.24666666666667,-9.252535369976215,0,520304.2866,721225.227212,-27.858279637373318,0,0,0,0,0
TVKUSDT,2022-07-04 20:00:00,1656979200000,0.0344,0.0349,0.0321,0.0324,7964269.0,0.0324,-0.058139534883721034,0,7.0,0,0.033093333333333336,-2.0950846091861526,0,18307862.866666667,25852755.26,-29.184093987099978,0,0,0,0,0
MTLUSDT,2022-07-04 20:00:00,1656979200000,1.289,1.294,1.217,1.231,1452634.7,1.231,-0.045736434108527124,0,7.0,0,1.3276000000000001,-7.276288038565834,0,2763174.853333333,3903368.454,-29.21050405831524,0,0,0,0,0
XTZUSDT,2022-07-04 20:00:00,1656979200000,1.537,1.559,1.429,1.452,2571852.0,1.452,-0.0546875,0,7.0,0,1.4731333333333334,-1.434583880164736,0,4787157.8,6763827.380400001,-29.224128133842243,0,0,0,0,0
REEFUSDT,2022-07-04 20:00:00,1656979200000,0.00349,0.00353,0.00329,0.00335,372012614.0,0.00335,-0.042857142857142816,0,7.0,0,0.003494,-4.121350887235261,0,605725209.7333333,861707990.58,-29.70644158404163,0,0,0,0,0
HOTUSDT,2022-07-04 20:00:00,1656979200000,0.002162,0.002181,0.002017,0.002063,1820859721.0,0.002063,-0.0453493752892179,0,7.0,0,0.0021708,-4.965911184816653,0,1962810337.8,2799399901.02,-29.884603586474984,0,0,0,0,0
CHRUSDT,2022-07-04 20:00:00,1656979200000,0.1874,0.1895,0.1737,0.1763,15958157.0,0.1763,-0.06023454157782504,0,7.0,0,0.19521333333333335,-9.688545864353529,0,24239169.933333334,34890343.24,-30.52756813941469,0,0,0,0,0
SXPUSDT,2022-07-04 20:00:00,1656979200000,0.4,0.406,0.377,0.383,4556068.9,0.383,-0.04249999999999998,0,7.0,0,0.4032666666666666,-5.0256240700942145,0,10214349.353333334,14738672.15,-30.69694983795855,0,0,0,0,0
ETCUSDT,2022-07-04 20:00:00,1656979200000,15.41,15.51,14.42,14.63,412338.4,14.63,-0.04999999999999993,0,7.0,0,15.467333333333332,-5.413559760355147,0,741077.8006666667,1078898.25378,-31.311613669755626,0,0,0,0,0
SUNUSDT,2022-07-04 20:00:00,1656979200000,0.00596,0.0061,0.00589,0.00597,500347572.0,0.00597,0.003361344537814892,1,7.0,0,0.005919333333333334,0.8559522468746346,0,581592813.7333333,861138919.6,-32.46237041481253,0,0,0,0,0
NBSUSDT,2022-07-04 20:00:00,1656979200000,0.00318,0.00326,0.00297,0.00299,59122032.4,0.00299,-0.05974842767295596,0,7.0,0,0.0030513333333333334,-2.010050251256283,0,142427059.32666668,211814100.29400003,-32.75846172234212,0,0,0,0,0
JASMYUSDT,2022-07-04 20:00:00,1656979200000,0.010284,0.010482,0.009627,0.009809,1112206813.7,0.009809,-0.04646641392048212,0,7.0,0,0.009719066666666668,0.9253289067537189,0,1614340276.5,2439457973.178,-33.823812738330524,0,0,0,0,0
EGLDUSDT,2022-07-04 20:00:00,1656979200000,54.38,56.08,52.09,53.74,180459.1,53.74,-0.011769032732622309,0,7.0,0,54.69466666666666,-1.7454474537431943,0,247604.73733333332,374631.39787800005,-33.9071047606195,0,0,0,0,0
WAXPUSDT,2022-07-04 20:00:00,1656979200000,0.0964,0.0985,0.0907,0.0923,10400026.0,0.0923,-0.04253112033195028,0,7.0,0,0.09596666666666667,-3.820771101076775,0,17596529.8,26736947.08,-34.18646583939006,0,0,0,0,0
BANDUSDT,2022-07-04 20:00:00,1656979200000,1.354,1.475,1.287,1.317,2462877.2,1.317,-0.02732644017725272,0,7.0,0,1.3758000000000001,-4.273877017008299,0,1452722.6133333333,2220071.942,-34.56416497815757,0,0,0,0,0
FUNUSDT,2022-07-04 20:00:00,1656979200000,0.00759,0.00785,0.00742,0.00754,47897782.0,0.00754,-0.006587615283267567,0,7.0,0,0.007564,-0.3172924378635719,0,19315272.2,29933444.84,-35.4726049632983,0,0,0,0,0
NKNUSDT,2022-07-04 20:00:00,1656979200000,0.0904,0.0921,0.0855,0.0873,6067893.0,0.0873,-0.03429203539823,0,7.0,0,0.0909,-3.960396039603952,0,13158497.133333333,20477812.02,-35.74266078582094,0,0,0,0,0
PERLUSDT,2022-07-04 20:00:00,1656979200000,0.01682,0.01696,0.01579,0.01602,10351020.5,0.01602,-0.05653710247349819,0,7.0,0,0.016367333333333334,-2.1221131522137684,0,32025629.84,49944296.538,-35.877303195904716,0,0,0,0,0
UNFIUSDT,2022-07-04 20:00:00,1656979200000,5.793,5.819,5.321,5.49,1978960.5,5.49,-0.05164968042839857,0,7.0,0,5.3006,3.5731803946723013,0,4613781.253333333,7225626.1175,-36.14696943481406,0,0,0,0,0
ALICEUSDT,2022-07-04 20:00:00,1656979200000,2.329,2.35,2.16,2.181,1443479.3,2.181,-0.0639484978540773,0,7.0,0,2.4505333333333335,-10.998966211436969,0,3758104.405333333,5887948.4802,-36.17294006611826,0,0,0,0,0
CELOUSDT,2022-07-04 20:00:00,1656979200000,0.91,0.949,0.887,0.908,4826833.5,0.908,-0.00219780219780219,0,7.0,0,0.8991333333333332,0.9861347964706904,0,5335118.319999998,8398436.8212,-36.474865101888135,0,0,0,0,0
FXSUSDT,2022-07-04 20:00:00,1656979200000,4.928,4.963,4.845,4.931,267258.9,4.931,-0.00020275750202769505,0,7.0,0,5.061733333333334,-2.5827779680214995,0,402106.5066666666,633274.652,-36.503615706591305,0,0,0,0,0
TRBUSDT,2022-07-04 20:00:00,1656979200000,12.0,12.8,11.13,11.34,255427.8,11.34,-0.05421184320266892,0,7.0,0,11.127999999999998,1.9051042415528536,0,269281.75,436181.76940000005,-38.26386866869361,0,0,0,0,0
WINUSDT,2022-07-04 20:00:00,1656979200000,0.0001162,0.0001181,0.0001115,0.0001121,26797288073.0,0.0001121,-0.03611349957007737,0,7.0,0,0.00011387333333333333,-1.557285873192435,0,38113498387.333336,62110223486.14,-38.635708828453296,0,0,0,0,0
CTSIUSDT,2022-07-04 20:00:00,1656979200000,0.1517,0.1541,0.1441,0.1479,8222890.0,0.1479,-0.023762376237623672,0,7.0,0,0.1549,-4.51904454486766,0,15263386.666666666,24904971.94,-38.71349582951321,0,0,0,0,0
CTKUSDT,2022-07-04 20:00:00,1656979200000,0.807,0.812,0.774,0.784,782703.9,0.784,-0.028500619578686548,0,7.0,0,0.8077333333333333,-2.9382634532849052,0,1475603.1266666667,2424359.7739999997,-39.134317336405914,0,0,0,0,0
HARDUSDT,2022-07-04 20:00:00,1656979200000,0.1996,0.2008,0.1867,0.1884,2239075.0,0.1884,-0.05611222444889774,0,7.0,0,0.19098,-1.3509267986176556,0,4169439.533333333,7068036.18,-41.00992938984456,0,0,0,0,0
DENTUSDT,2022-07-04 20:00:00,1656979200000,0.000899,0.000916,0.000858,0.000867,2073251067.0,0.000867,-0.03559510567296986,0,7.0,0,0.0008992,-3.5809608540925173,0,2988691174.266667,5112132672.46,-41.53729244220721,0,0,0,0,0
BICOUSDT,2022-07-04 20:00:00,1656979200000,0.505,0.516,0.479,0.486,1417647.55,0.486,-0.03762376237623766,0,7.0,0,0.5176000000000001,-6.1051004636785295,0,3014527.316666667,5192301.6224,-41.942368993708726,0,0,0,0,0
DARUSDT,2022-07-04 20:00:00,1656979200000,0.29997,0.30385,0.28154,0.28528,10758470.0,0.28528,-0.0489398586478198,0,7.0,0,0.2998613333333333,-4.862692088787708,0,20989741.533333335,36243247.94,-42.08647754726218,0,0,0,0,0
DEGOUSDT,2022-07-04 20:00:00,1656979200000,1.49,1.53,1.42,1.44,443424.1,1.44,-0.033557046979865834,0,7.0,0,1.4166666666666667,1.6470588235294028,0,651478.3359999999,1163871.1992,-44.024876941039444,0,0,0,0,0
BAKEUSDT,2022-07-04 20:00:00,1656979200000,0.263,0.268,0.242,0.246,13738112.8,0.246,-0.06106870229007644,0,7.0,0,0.2482666666666667,-0.912996777658443,0,19970158.18,36135189.94,-44.7348741955997,0,0,0,0,0
TLMUSDT,2022-07-04 20:00:00,1656979200000,0.0251,0.0255,0.0236,0.0242,68312490.0,0.0242,-0.03585657370517936,0,7.0,0,0.02546,-4.948939512961511,0,125650375.46666667,229893502.3,-45.344094456963404,0,0,0,0,0
GMTUSDT,2022-07-04 20:00:00,1656979200000,0.88949,0.98748,0.87165,0.88392,97458218.2,0.88392,-0.006329042774436466,0,7.0,0,0.8634426666666666,2.3715915513402313,0,83927410.08,162642068.938,-48.39747758496999,0,0,0,0,0
LOKAUSDT,2022-07-04 20:00:00,1656979200000,0.5563,0.5611,0.5086,0.5157,2814550.6,0.5157,-0.07298220384684517,0,7.0,0,0.5734066666666666,-10.063829045122121,0,3934525.673333333,7672446.778,-48.71876225176035,0,0,0,0,0
LRCUSDT,2022-07-04 20:00:00,1656979200000,0.4015,0.4407,0.3907,0.3975,26616014.0,0.3975,-0.008480917934646892,0,7.0,0,0.39592666666666665,0.3973799861927388,0,14991080.599999985,29813680.26,-49.717443571993336,0,0,0,0,0
NEOUSDT,2022-07-04 20:00:00,1656979200000,8.6,8.66,8.09,8.22,344756.49,8.22,-0.043073341094295614,0,7.0,0,8.828666666666667,-6.894208260968053,0,388718.728,779047.5384000001,-50.10333659504956,0,0,0,0,0
ALPHAUSDT,2022-07-04 20:00:00,1656979200000,0.118,0.1196,0.1108,0.1125,6896876.0,0.1125,-0.047417442845046565,0,7.0,0,0.11739999999999999,-4.1737649063032265,0,11688978.733333332,23760375.34,-50.80473870437885,0,0,0,0,0
TRXUSDT,2022-07-04 20:00:00,1656979200000,0.06733,0.06978,0.06657,0.06697,553940381.3,0.06697,-0.0053467993465022845,0,7.0,0,0.06529199999999999,2.5699932610427205,0,748758040.74,1545772344.6379998,-51.56091106576566,0,0,0,0,0
CITYUSDT,2022-07-04 20:00:00,1656979200000,4.51,4.66,4.33,4.42,112434.15,4.42,-0.022123893805309658,0,7.0,0,4.5280000000000005,-2.3851590106007183,0,181914.34666666668,392153.5468,-53.61144935418785,0,0,0,0,0
KNCUSDT,2022-07-04 20:00:00,1656979200000,1.295,1.31,1.224,1.241,2307092.7,1.241,-0.04095826893353938,0,7.0,0,1.3278,-6.537129085705677,0,2680014.393333333,6099861.272000001,-56.064338616431854,0,0,0,0,0
WINGUSDT,2022-07-04 20:00:00,1656979200000,5.23,5.33,5.08,5.23,168719.42,5.23,0.0019157088122607746,1,7.0,0,5.1226666666666665,2.09526288391464,0,456486.892,1070143.7456,-57.343404203697844,0,0,0,0,0
BETAUSDT,2022-07-04 20:00:00,1656979200000,0.10044,0.1025,0.093,0.09521,11628251.0,0.09521,-0.05150428372185689,0,7.0,0,0.09959466666666668,-4.402511513334056,0,22768107.066666666,55413656.64,-58.91246229321807,0,0,0,0,0
LINAUSDT,2022-07-04 20:00:00,1656979200000,0.00852,0.00869,0.00814,0.00829,167098217.41,0.00829,-0.025851938895417148,0,7.0,0,0.008465333333333333,-2.0711923137501915,0,257108370.16866666,671758854.5198,-61.72609137359893,0,0,0,0,0
LAZIOUSDT,2022-07-04 20:00:00,1656979200000,2.1544,2.1642,2.0768,2.085,245607.3,2.085,-0.032258064516129115,0,7.0,0,2.152826666666667,-3.150586515712687,0,557926.696,1543152.5496,-63.845007018611355,0,0,0,0,0
FLMUSDT,2022-07-04 20:00:00,1656979200000,0.106,0.1081,0.0987,0.101,22571544.0,0.101,-0.04627006610009432,0,7.0,0,0.10478666666666667,-3.6136913093268803,0,40321545.06666667,118457024.28,-65.96103497302316,0,0,0,0,0
PSGUSDT,2022-07-04 20:00:00,1656979200000,6.13,6.54,6.06,6.1,150244.28,6.1,-0.004893964110929905,0,7.0,0,6.316,-3.419886003799876,0,115570.42933333339,348385.41660000006,-66.82684641015672,0,0,0,0,0
KSMUSDT,2022-07-04 20:00:00,1656979200000,51.5,52.2,48.8,49.6,27688.437,49.6,-0.03875968992248058,0,7.0,0,51.38,-3.464383028415728,0,45936.2706,160678.38692,-71.41104570406773,0,0,0,0,0
WNXMUSDT,2022-07-04 20:00:00,1656979200000,14.55,15.19,13.54,14.18,60377.42,14.18,-0.024759284731774356,0,6.0,0,12.996,9.110495537088328,0,304882.0953333333,113038.4848,169.71530613911173,1,0,0,0,0
KMDUSDT,2022-07-04 20:00:00,1656979200000,0.2314,0.235,0.21,0.213,2855040.0,0.213,-0.08150064683053038,0,6.0,0,0.20435999999999999,4.227833235466828,0,8935547.066666666,3830971.64,133.24492860684987,1,0,0,0,0
USDPUSDT,2022-07-04 20:00:00,1656979200000,1.0011,1.0012,1.001,1.0012,2729198.68,1.0012,9.989012086708549e-05,1,6.0,0,1.00106,0.013985175713746327,0,9446987.879333334,4565235.8638,106.93318288860266,1,0,0,0,0
AGLDUSDT,2022-07-04 20:00:00,1656979200000,0.392,0.396,0.369,0.378,1339361.9,0.378,-0.0357142857142857,0,6.0,0,0.4111333333333333,-8.059023836549366,0,11836456.266666668,6272229.246,88.71211179366813,1,0,0,0,0
PERPUSDT,2022-07-04 20:00:00,1656979200000,0.716,0.727,0.654,0.662,2461291.42,0.662,-0.07541899441340771,0,6.0,0,0.6964666666666666,-4.948789126064881,0,6746315.834,3663399.8263999997,84.15450547830491,1,0,0,0,0
CVXUSDT,2022-07-04 20:00:00,1656979200000,4.59,5.67,4.52,5.08,2936479.659,5.08,0.10917030567685582,1,6.0,0,4.342666666666667,16.97881486030088,0,861398.1919999999,487750.87584,76.60618046385011,1,0,0,0,0
TORNUSDT,2022-07-04 20:00:00,1656979200000,23.09,23.29,21.57,22.31,46185.46,22.31,-0.030842745438748986,0,6.0,0,20.189999999999998,10.500247647350179,0,136847.71466666667,77823.1602,75.84445853262416,1,0,0,0,0
GNOUSDT,2022-07-04 20:00:00,1656979200000,117.5,120.2,111.5,112.6,775.367,112.6,-0.040885860306644095,0,6.0,0,115.97333333333333,-2.908714647045299,0,3186.3097333333335,1844.52474,72.74421232936857,1,0,0,0,0
MATICUSDT,2022-07-04 20:00:00,1656979200000,0.4917,0.535,0.4889,0.4973,237558177.8,0.4973,0.011183407889385988,1,6.0,0,0.5134466666666666,-3.144760247737497,0,213756586.7866667,124057141.16600001,72.30494333304077,1,0,0,0,0
REQUSDT,2022-07-04 20:00:00,1656979200000,0.1205,0.1244,0.1143,0.1148,13612873.0,0.1148,-0.046511627906976716,0,6.0,0,0.10103333333333332,13.625866050808325,0,58811062.46666667,34195888.46,71.98284681346942,1,0,0,0,0
XEMUSDT,2022-07-04 20:00:00,1656979200000,0.0421,0.0423,0.0388,0.0397,44592808.0,0.0397,-0.05476190476190479,0,6.0,0,0.04155333333333333,-4.460131557837315,0,74501059.86666666,43544002.28,71.09373499386712,1,0,0,0,0
PLAUSDT,2022-07-04 20:00:00,1656979200000,0.378,0.383,0.355,0.36,1385208.08,0.36,-0.04761904761904767,0,6.0,0,0.38846666666666674,-7.3279560665866,0,6472824.609333334,3787743.8771999995,70.88865612841322,1,0,0,0,0
YFIUSDT,2022-07-04 20:00:00,1656979200000,6368.31,6477.46,5950.0,6102.43,823.35611,6102.43,-0.042138539513317586,0,6.0,0,5964.804666666666,2.307289861517695,0,1699.0171440000001,1050.52681594,61.73001185883466,1,0,0,0,0
PUNDIXUSDT,2022-07-04 20:00:00,1656979200000,0.403,0.407,0.383,0.387,620060.3,0.387,-0.034912718204488824,0,6.0,0,0.4178,-7.371948300622305,0,5281458.9399999995,3275316.19,61.250353664328195,1,0,0,0,0
FORTHUSDT,2022-07-04 20:00:00,1656979200000,3.33,3.48,3.17,3.32,426191.1,3.32,-0.0030030030030030463,0,6.0,0,3.116,6.546854942233623,0,915857.9606666665,594648.617,54.01666370421686,1,0,0,0,0
RUNEUSDT,2022-07-04 20:00:00,1656979200000,2.159,2.22,1.996,2.045,20544131.6,2.045,-0.0528022232515053,0,6.0,0,2.023,1.0874938210578249,0,22043564.146666665,14546921.52674,51.53422053007171,1,0,0,0,0
RENUSDT,2022-07-04 20:00:00,1656979200000,0.1271,0.1301,0.1187,0.1212,22610485.0,0.1212,-0.047169811320754707,0,6.0,0,0.1173,3.324808184143223,0,38619838.86666667,26702732.1,44.62879199790446,1,0,0,0,0
