name,Date,datetime,Open,High,Low,Close,Volume,adj_close,ret,mon,momentum_total,momentum,runmeanPrice,price_mon,pprice,runmeanVol,runmeanVol50,volume_mon,vol,gray,blue,yellow,green
MOVRUSDT,2022-07-04 20:00:00,1656979200000,12.4,12.9,11.6,11.8,122663.525,11.8,-0.04065040650406504,0,6.0,0,11.733333333333333,0.5681818181818313,0,204369.58153333334,143273.94594,42.64253014914439,1,0,0,0,0
SNXUSDT,2022-07-04 20:00:00,1656979200000,2.843,2.866,2.534,2.62,4079139.2,2.62,-0.07778951073565643,0,6.0,0,2.664333333333333,-1.6639559614662667,0,7407061.746666667,5307628.76702,39.555007929188804,1,0,0,0,0
IDEXUSDT,2022-07-04 20:00:00,1656979200000,0.06798,0.06922,0.06461,0.06603,29656228.2,0.06603,-0.028827768789527752,0,6.0,0,0.06524666666666666,1.200572187595807,0,140393287.46,101673277.47,38.08277942198219,1,0,0,0,0
LPTUSDT,2022-07-04 20:00:00,1656979200000,8.51,8.62,7.96,8.03,83808.08,8.03,-0.057511737089201875,0,6.0,0,8.916,-9.937191565724552,0,230628.21600000001,170596.23239999998,35.18951313018566,1,0,0,0,0
RAREUSDT,2022-07-04 20:00:00,1656979200000,0.232,0.233,0.215,0.222,2331396.0,0.222,-0.038961038961038974,0,6.0,0,0.21186666666666668,4.7828823159219604,0,11144966.486666666,8272184.696,34.728211424677134,1,0,0,0,0
STXUSDT,2022-07-04 20:00:00,1656979200000,0.395,0.418,0.385,0.392,3049237.7,0.392,-0.0025445292620864812,0,6.0,0,0.40240000000000004,-2.584493041749508,0,6071482.886666667,4663430.652000001,30.19348500578209,1,0,0,0,0
TRIBEUSDT,2022-07-04 20:00:00,1656979200000,0.1512,0.1523,0.1481,0.1494,1205331.0,0.1494,-0.011904761904761862,0,6.0,0,0.15454,-3.325999741167339,0,4442513.6,3438875.32,29.18507321748437,1,0,0,0,0
BNTUSDT,2022-07-04 20:00:00,1656979200000,0.498,0.524,0.469,0.475,2705036.0,0.475,-0.04618473895582331,0,6.0,0,0.5017333333333334,-5.328195588626106,0,2233753.7800000003,1832954.7358,21.86628160378822,1,0,0,0,0
KP3RUSDT,2022-07-04 20:00:00,1656979200000,136.08,140.0,128.5,131.74,17097.71,131.74,-0.032177490449603274,0,6.0,0,126.282,4.3220728211463335,0,60757.19933333333,50226.2988,20.9669053562301,1,0,0,0,0
BTSUSDT,2022-07-04 20:00:00,1656979200000,0.0101,0.01077,0.00967,0.00985,91883730.4,0.00985,-0.024752475247524774,0,6.0,0,0.009983999999999998,-1.3421474358974232,0,104483731.53333333,86705816.66,20.503716541931635,1,0,0,0,0
JOEUSDT,2022-07-04 20:00:00,1656979200000,0.254,0.265,0.239,0.241,1559918.83,0.241,-0.051181102362204745,0,6.0,0,0.25220000000000004,-4.440919904837448,0,5347612.652,4703226.7104,13.700933024876358,0,0,0,0,0
FETUSDT,2022-07-04 20:00:00,1656979200000,0.0771,0.0778,0.0716,0.0728,17989592.0,0.0728,-0.05454545454545445,0,6.0,0,0.07889333333333333,-7.723508534730428,0,40875618.733333334,35972806.08,13.629219367624422,0,0,0,0,0
ACAUSDT,2022-07-04 20:00:00,1656979200000,0.25,0.257,0.231,0.235,8107268.43,0.235,-0.06000000000000005,0,6.0,0,0.24393333333333336,-3.6622027876469154,0,8336851.644666667,7561901.3876,10.248087317528762,0,0,0,0,0
WOOUSDT,2022-07-04 20:00:00,1656979200000,0.1797,0.183,0.1623,0.1661,28038559.1,0.1661,-0.07568169170840289,0,6.0,0,0.1821066666666667,-8.789720310440782,0,41813478.160000004,39267996.048,6.4823326071656,0,0,0,0,0
VIDTUSDT,2022-07-04 20:00:00,1656979200000,0.1886,0.1899,0.1664,0.179,3035048.5,0.179,-0.05190677966101698,0,6.0,0,0.17865333333333336,0.194044331666524,0,8743634.233333334,8460191.046,3.3503166275109937,0,0,0,0,0
ETHUPUSDT,2022-07-04 20:00:00,1656979200000,2.696,2.778,2.449,2.507,714344.59,2.507,-0.06906795395469734,0,6.0,0,2.6385333333333336,-4.985092728283395,0,1015766.838,986185.1566000001,2.9996072443420796,0,0,0,0,0
POLYUSDT,2022-07-04 20:00:00,1656979200000,0.1977,0.1979,0.1873,0.1899,2452309.9,0.1899,-0.04042445679636164,0,6.0,0,0.19625333333333334,-3.237312317412862,0,8152979.6866666665,8010906.584000001,1.7734959355340023,0,0,0,0,0
LINKUPUSDT,2022-07-04 20:00:00,1656979200000,0.01077,0.01129,0.00933,0.00964,291735796.31,0.00964,-0.1049210770659239,0,6.0,0,0.011329333333333334,-14.911145110038845,0,442380591.5413333,439676043.21840006,0.6151229671592153,0,0,0,0,0
SYSUSDT,2022-07-04 20:00:00,1656979200000,0.1448,0.1458,0.1358,0.1378,5922863.0,0.1378,-0.0476848652384243,0,6.0,0,0.14089333333333334,-2.1955143370871606,0,14317436.066666666,14235331.5,0.5767661024730363,0,0,0,0,0
FTTUSDT,2022-07-04 20:00:00,1656979200000,25.92,26.23,24.41,24.54,392573.65,24.54,-0.0528753377074489,0,6.0,0,25.609333333333336,-4.175560993387839,0,437658.0613333333,441596.67296000005,-0.8919024684371881,0,0,0,0,0
BCHUSDT,2022-07-04 20:00:00,1656979200000,108.2,108.8,101.7,102.8,66189.919,102.8,-0.04902867715078629,0,6.0,0,108.21333333333334,-5.002464268112377,0,129212.54333333332,132427.37912260002,-2.4276216976932186,0,0,0,0,0
MDXUSDT,2022-07-04 20:00:00,1656979200000,0.0837,0.0852,0.0808,0.0814,2506379.8,0.0814,-0.025149700598802505,0,6.0,0,0.08444666666666666,-3.6077997947422316,0,11248246.126666667,11612171.072,-3.133995728075799,0,0,0,0,0
ETHUSDT,2022-07-04 20:00:00,1656979200000,1151.01,1174.9,1076.34,1092.68,919512.6038,1092.68,-0.05066898349261506,0,6.0,0,1127.0573333333334,-3.0501849654498514,0,1055159.9682866666,1106315.4671652,-4.623952244798066,0,0,0,0,0
FIOUSDT,2022-07-04 20:00:00,1656979200000,0.0397,0.0399,0.0373,0.0379,2920732.0,0.0379,-0.04534005037783362,0,6.0,0,0.03896666666666666,-2.7373823781009246,0,14119324.0,14963546.96,-5.641863939457312,0,0,0,0,0
DOTUPUSDT,2022-07-04 20:00:00,1656979200000,0.2166,0.2193,0.187,0.1946,7769355.52,0.1946,-0.10322580645161294,0,6.0,0,0.22882666666666665,-14.957464165015729,0,7501352.611333334,7979611.1406000005,-5.993506711540151,0,0,0,0,0
CFXUSDT,2022-07-04 20:00:00,1656979200000,0.0497,0.0499,0.0472,0.0478,4099936.0,0.0478,-0.04208416833667328,0,6.0,0,0.051513333333333335,-7.208489711401576,0,16998468.533333335,18222000.90762,-6.714588482843367,0,0,0,0,0
IOTXUSDT,2022-07-04 20:00:00,1656979200000,0.02614,0.02676,0.02492,0.0252,93936688.0,0.0252,-0.03669724770642202,0,6.0,0,0.026703333333333336,-5.629759081263272,0,193253986.8,207224685.52,-6.741812002244123,0,0,0,0,0
XNOUSDT,2022-07-04 20:00:00,1656979200000,0.842,0.852,0.811,0.818,455656.55,0.818,-0.028503562945368155,0,6.0,0,0.8278,-1.1838608359507163,0,938492.1493333335,1008877.0464,-6.976558473386089,0,0,0,0,0
ZILUSDT,2022-07-04 20:00:00,1656979200000,0.03996,0.0414,0.03744,0.03833,321802625.4,0.03833,-0.041030773079809735,0,6.0,0,0.04137666666666666,-7.363248207524345,0,580068022.4066666,639040405.538,-9.228271423883635,0,0,0,0,0
XRPUPUSDT,2022-07-04 20:00:00,1656979200000,0.1111,0.1129,0.0993,0.1018,4049404.72,0.1018,-0.08370837083708371,0,6.0,0,0.11866,-14.208663408056632,0,6352397.25,7156860.1384000005,-11.240444452500473,0,0,0,0,0
CKBUSDT,2022-07-04 20:00:00,1656979200000,0.00358,0.00362,0.00344,0.00348,91402420.0,0.00348,-0.025210084033613356,0,6.0,0,0.003528666666666667,-1.3791800491214878,0,252511710.53333333,286370322.42,-11.823366192607258,0,0,0,0,0
BNBUPUSDT,2022-07-04 20:00:00,1656979200000,24.22,25.06,22.72,23.11,21835.56,23.11,-0.046223689640941035,0,6.0,0,24.709333333333337,-6.472587955968071,0,31762.491333333342,36192.393,-12.239869484912628,0,0,0,0,0
TFUELUSDT,2022-07-04 20:00:00,1656979200000,0.0527,0.053,0.0486,0.0497,26611065.0,0.0497,-0.05692599620493355,0,6.0,0,0.05145333333333334,-3.4076185540295465,0,50735393.06666667,58499514.5,-13.272112597333315,0,0,0,0,0
DEXEUSDT,2022-07-04 20:00:00,1656979200000,2.65,2.7,2.52,2.55,104649.41,2.55,-0.03041825095057038,0,6.0,0,2.648,-3.7009063444108876,0,244034.40933333331,284865.87100000004,-14.333574437446991,0,0,0,0,0
IOSTUSDT,2022-07-04 20:00:00,1656979200000,0.01387,0.014,0.0132,0.01339,146363482.0,0.01339,-0.03530259365994226,0,6.0,0,0.014050666666666666,-4.702030745872072,0,264526371.6,309799956.64,-14.613812581197266,0,0,0,0,0
TCTUSDT,2022-07-04 20:00:00,1656979200000,0.00921,0.00927,0.0087,0.00879,32907991.0,0.00879,-0.0456026058631922,0,6.0,0,0.009043333333333332,-2.8013269443420517,0,150683201.73333332,179745256.84,-16.168468430038313,0,0,0,0,0
SOLUSDT,2022-07-04 20:00:00,1656979200000,36.71,36.99,33.03,33.87,3745921.71,33.87,-0.07736311631707993,0,6.0,0,36.09,-6.151288445552801,0,4646251.553333333,5641355.25634,-17.63944403055146,0,0,0,0,0
GALAUSDT,2022-07-04 20:00:00,1656979200000,0.05528,0.05623,0.05153,0.05227,456079766.0,0.05227,-0.05462108880448546,0,6.0,0,0.056677333333333337,-7.776183306671696,0,637613422.4,782875256.82,-18.554914484083497,0,0,0,0,0
RIFUSDT,2022-07-04 20:00:00,1656979200000,0.0503,0.0506,0.0494,0.0495,1822543.0,0.0495,-0.015904572564612196,0,6.0,0,0.051719999999999995,-4.292343387470984,0,3016029.399999999,3775954.08,-20.12536868562769,0,0,0,0,0
AIONUSDT,2022-07-04 20:00:00,1656979200000,0.0292,0.0296,0.0275,0.028,6263104.0,0.028,-0.04761904761904756,0,6.0,0,0.028193333333333338,-0.6857413100023776,0,22431824.4,28309600.96,-20.762484671913942,0,0,0,0,0
MBLUSDT,2022-07-04 20:00:00,1656979200000,0.002775,0.002809,0.002692,0.002706,202643146.0,0.002706,-0.025216138328530202,0,6.0,0,0.0027595333333333334,-1.9399415360085024,0,832150478.2666667,1052972150.84,-20.971273779384827,0,0,0,0,0
OOKIUSDT,2022-07-04 20:00:00,1656979200000,0.00418,0.00426,0.00404,0.00408,85386169.0,0.00408,-0.026252983293556076,0,6.0,0,0.004266000000000001,-4.360056258790445,0,302437627.3333333,392282639.94,-22.903132450727,0,0,0,0,0
XECUSDT,2022-07-04 20:00:00,1656979200000,3.972e-05,4.088e-05,3.861e-05,4.081e-05,61233446660.0,4.081e-05,0.027700831024930705,1,6.0,0,3.945733333333334e-05,3.428175582063303,0,59369287631.066666,77649014040.62,-23.541479097198557,0,0,0,0,0
ONTUSDT,2022-07-04 20:00:00,1656979200000,0.2411,0.2432,0.2277,0.2317,4730752.0,0.2317,-0.03898797179593538,0,6.0,0,0.23688,-2.1867612293144285,0,9881779.733333332,13057215.04,-24.31939197553927,0,0,0,0,0
AXSUSDT,2022-07-04 20:00:00,1656979200000,14.88,15.5,13.91,14.13,673566.33,14.13,-0.050403225806451624,0,6.0,0,15.011333333333335,-5.871119598525562,0,1083512.7506666665,1436134.7482,-24.55354540897345,0,0,0,0,0
AVAXUSDT,2022-07-04 20:00:00,1656979200000,17.92,18.25,16.66,17.01,2683006.02,17.01,-0.05078125,0,6.0,0,17.926,-5.1098962400981645,0,3689081.4899999998,4912952.645140001,-24.911112390848725,0,0,0,0,0
IOTAUSDT,2022-07-04 20:00:00,1656979200000,0.2793,0.2819,0.2613,0.2653,6438186.0,0.2653,-0.05012531328320802,0,6.0,0,0.27995333333333333,-5.234205700950165,0,10836855.666666666,14447405.8,-24.990992731257915,0,0,0,0,0
GBPUSDT,2022-07-04 20:00:00,1656979200000,1.213,1.214,1.191,1.193,3136952.2,1.193,-0.016488046166529324,0,6.0,0,1.2178000000000002,-2.0364591887009484,0,5156273.593333334,6945380.482000001,-25.759667066525825,0,0,0,0,0
VOXELUSDT,2022-07-04 20:00:00,1656979200000,0.3374,0.3399,0.3158,0.3244,2793546.3,0.3244,-0.038529934795494825,0,6.0,0,0.36184,-10.347114746849428,0,5355719.026666667,7229286.93,-25.916358300269216,0,0,0,0,0
LINKUSDT,2022-07-04 20:00:00,1656979200000,6.43,6.56,6.06,6.14,3919959.6,6.14,-0.04510108864696738,0,6.0,0,6.4959999999999996,-5.480295566502461,0,5742349.510666667,8037195.3554,-28.55281902774058,0,0,0,0,0
DOTUSDT,2022-07-04 20:00:00,1656979200000,7.17,7.23,6.6,6.73,5606691.01,6.73,-0.06136680613668055,0,6.0,0,7.31,-7.934336525307787,0,4993602.510666667,7285387.574219999,-31.45728405257423,0,0,0,0,0
DASHUSDT,2022-07-04 20:00:00,1656979200000,44.4,44.9,41.8,42.3,51067.86,42.3,-0.04514672686230248,0,6.0,0,45.71333333333334,-7.466822225463046,0,68477.45806666667,102015.5696916,-32.87548334663162,0,0,0,0,0
SKLUSDT,2022-07-04 20:00:00,1656979200000,0.0477,0.0483,0.0443,0.0452,18578707.0,0.0452,-0.052410901467505266,0,6.0,0,0.05062666666666667,-10.718988675269957,0,42188143.53333333,64664390.98,-34.75830686106412,0,0,0,0,0
ADAUSDT,2022-07-04 20:00:00,1656979200000,0.4695,0.4717,0.4447,0.4489,108395132.3,0.4489,-0.04387646432374859,0,6.0,0,0.4687733333333333,-4.239433414870008,0,162773095.95333332,249898077.53,-34.864206414796215,0,0,0,0,0
MITHUSDT,2022-07-04 20:00:00,1656979200000,0.01538,0.0157,0.01456,0.01474,19336754.3,0.01474,-0.04098893949251792,0,6.0,0,0.014971333333333335,-1.5451752237609773,0,71393856.12,110450408.69199999,-35.36116618718214,0,0,0,0,0
BSWUSDT,2022-07-04 20:00:00,1656979200000,0.3354,0.3372,0.3093,0.3128,4356507.6,0.3128,-0.06766020864381517,0,6.0,0,0.3274,-4.459376908979841,0,4945263.2266666675,7747983.464,-36.173544385527,0,0,0,0,0
EOSUSDT,2022-07-04 20:00:00,1656979200000,0.986,0.993,0.93,0.942,6376067.1,0.942,-0.04462474645030434,0,6.0,0,0.9570000000000001,-1.5673981191222701,0,8278663.28,13007896.341200002,-36.356632441950424,0,0,0,0,0
DCRUSDT,2022-07-04 20:00:00,1656979200000,23.3,23.5,21.4,21.5,5426.16,21.5,-0.08510638297872342,0,6.0,0,23.48,-8.432708688245317,0,7281.914533333333,11793.556340000001,-38.25514269486814,0,0,0,0,0
HNTUSDT,2022-07-04 20:00:00,1656979200000,9.47,9.54,9.0,9.12,196243.25,9.12,-0.036958817317846004,0,6.0,0,9.947333333333331,-8.317136921117875,0,507823.48333333334,827130.65,-38.60419955017586,0,0,0,0,0
OCEANUSDT,2022-07-04 20:00:00,1656979200000,0.174,0.1781,0.1629,0.1659,10531136.0,0.1659,-0.046003450258769396,0,6.0,0,0.18338000000000002,-9.532119096957151,0,16210658.0,26590380.92,-39.03563078403617,0,0,0,0,0
FTMUSDT,2022-07-04 20:00:00,1656979200000,0.2646,0.2733,0.2466,0.2513,95877986.0,0.2513,-0.050623347185492884,0,6.0,0,0.26585333333333333,-5.474196298711059,0,122684775.06666666,202280881.306,-39.349297731664755,0,0,0,0,0
RAYUSDT,2022-07-04 20:00:00,1656979200000,0.709,0.718,0.67,0.675,666943.7,0.675,-0.0466101694915253,0,6.0,0,0.6941333333333334,-2.7564348828275067,0,973615.2066666667,1622932.5520000001,-40.008892823867235,0,0,0,0,0
ICPUSDT,2022-07-04 20:00:00,1656979200000,5.59,5.75,5.29,5.36,1209286.14,5.36,-0.041144901610017826,0,6.0,0,5.575333333333334,-3.8622503886165296,0,1946178.8726666667,3350327.7824,-41.91079204577034,0,0,0,0,0
ANTUSDT,2022-07-04 20:00:00,1656979200000,1.634,1.687,1.563,1.61,795244.9,1.61,-0.014084507042253502,0,6.0,0,1.6455333333333333,-2.159380950451719,0,1934731.12,3409103.622,-43.248098781316536,0,0,0,0,0
COTIUSDT,2022-07-04 20:00:00,1656979200000,0.0947,0.0977,0.0904,0.092,16561582.0,0.092,-0.02748414376321362,0,6.0,0,0.09514666666666667,-3.3071748878923826,0,23527733.933333334,42597026.46,-44.76672226070371,0,0,0,0,0
TUSDT,2022-07-04 20:00:00,1656979200000,0.036,0.037,0.034,0.0342,10741252.5,0.0342,-0.0473537604456824,0,6.0,0,0.03619333333333333,-5.507459937373346,0,34065756.54,62511280.664,-45.504625440159415,0,0,0,0,0
ATAUSDT,2022-07-04 20:00:00,1656979200000,0.1664,0.1734,0.1605,0.1645,13792561.0,0.1645,-0.011418269230769162,0,6.0,0,0.17773333333333333,-7.445611402850705,0,24768661.933333334,47134187.94,-47.450750684698576,0,0,0,0,0
LTOUSDT,2022-07-04 20:00:00,1656979200000,0.081,0.0813,0.0774,0.0778,2495098.0,0.0778,-0.03712871287128716,0,6.0,0,0.08204666666666666,-5.175916145283168,0,7534525.133333334,14654119.76,-48.58425305148909,0,0,0,0,0
ENSUSDT,2022-07-04 20:00:00,1656979200000,9.79,9.86,9.02,9.27,820401.27,9.27,-0.05504587155963314,0,6.0,0,9.078000000000001,2.115003304692646,0,941294.4473333333,1858542.0934000001,-49.353073536723734,0,0,0,0,0
FLUXUSDT,2022-07-04 20:00:00,1656979200000,0.434,0.44,0.415,0.422,494590.0,0.422,-0.027649769585253448,0,6.0,0,0.4391333333333333,-3.9016244117200545,0,1251176.6793333334,2479264.9148,-49.53436916464957,0,0,0,0,0
BELUSDT,2022-07-04 20:00:00,1656979200000,0.861,0.889,0.818,0.835,6841729.0,0.835,-0.03132250580046403,0,6.0,0,0.8897999999999999,-6.158687345470888,0,15322069.406666666,33946823.022,-54.86449675500752,0,0,0,0,0
STPTUSDT,2022-07-04 20:00:00,1656979200000,0.04159,0.04222,0.03967,0.04046,7552402.7,0.04046,-0.02576450758487825,0,6.0,0,0.041662,-2.885123133790972,0,19340103.313333366,45968247.86800001,-57.927255855238634,0,0,0,0,0
VTHOUSDT,2022-07-04 20:00:00,1656979200000,0.001461,0.001493,0.001305,0.00135,328376373.0,0.00135,-0.0734385724090596,0,6.0,0,0.0014898,-9.383809907370106,0,283786064.06666666,684964431.3,-58.569226211050605,0,0,0,0,0
ASRUSDT,2022-07-04 20:00:00,1656979200000,2.995,3.028,2.92,2.931,345277.7,2.931,-0.020715001670564614,0,6.0,0,3.0478666666666667,-3.834375956953498,0,778223.0733333334,1911389.178,-59.284949277172615,0,0,0,0,0
BTGUSDT,2022-07-04 20:00:00,1656979200000,16.05,16.2,15.25,15.35,7171.11,15.35,-0.04361370716510915,0,6.0,0,16.265333333333334,-5.6275104516763745,0,13158.169333333342,35433.152200000004,-62.86480734465013,0,0,0,0,0
PORTOUSDT,2022-07-04 20:00:00,1656979200000,1.7961,1.8106,1.7389,1.7497,281350.97,1.7497,-0.026592489568845634,0,6.0,0,1.7939733333333334,-2.4678924993310964,0,545866.8026666667,1488074.6509999998,-63.317243372176314,0,0,0,0,0
ACMUSDT,2022-07-04 20:00:00,1656979200000,2.86,2.892,2.771,2.793,88028.1,2.793,-0.022743177046885887,0,6.0,0,2.904733333333333,-3.846595212411915,0,185918.37333333318,521580.6859999999,-64.35482019874232,0,0,0,0,0
ALPINEUSDT,2022-07-04 20:00:00,1656979200000,2.4812,2.5186,2.3748,2.4,200898.63,2.4,-0.031906740349320284,0,6.0,0,2.5102866666666666,-4.393389334020284,0,482185.4886666666,1503609.2804000003,-67.9314636486952,0,0,0,0,0
AMPUSDT,2022-07-04 20:00:00,1656979200000,0.0094,0.00943,0.00895,0.00908,54016792.0,0.00908,-0.03404255319148941,0,5.0,0,0.009240666666666666,-1.7386912921145654,0,247807280.06666666,118915537.68,108.3893197653552,1,0,0,0,0
NBTUSDT,2022-07-04 20:00:00,1656979200000,0.00883,0.00918,0.00861,0.00872,357654.0,0.00872,-0.01245753114382775,0,5.0,0,0.010351333333333332,-15.759644490242792,0,1557915.7333333334,1085222.8,43.557224685413296,1,0,0,0,0
ILVUSDT,2022-07-04 20:00:00,1656979200000,117.7,118.4,108.8,109.8,6711.916,109.8,-0.06711979609175878,0,5.0,0,146.1,-24.84599589322382,0,9198.731533333334,6556.77758,40.2934813801223,1,0,0,0,0
1INCHUSDT,2022-07-04 20:00:00,1656979200000,0.637,0.658,0.598,0.61,5983311.8,0.61,-0.043887147335423204,0,5.0,0,0.6785999999999999,-10.109048040082508,0,9571474.04,7857639.1888,21.81106576696521,1,0,0,0,0
BTTCUSDT,2022-07-04 20:00:00,1656979200000,8.7e-07,8.9e-07,8.3e-07,8.4e-07,4158570997142.0,8.4e-07,-0.034482758620689724,0,5.0,0,8.4e-07,0.0,0,7670906700843.533,6418195423831.08,19.518122997019905,0,0,0,0,0
CLVUSDT,2022-07-04 20:00:00,1656979200000,0.09194,0.09289,0.08684,0.08842,7259250.9,0.08842,-0.037448290877422186,0,5.0,0,0.09551599999999999,-7.429121822521872,0,11130402.360000001,9486086.312,17.333977300205703,0,0,0,0,0
SRMUSDT,2022-07-04 20:00:00,1656979200000,0.763,0.767,0.724,0.736,5103615.9,0.736,-0.035386631716906924,0,5.0,0,0.8524666666666666,-13.662313286932035,0,5818475.453333333,5380759.387999999,8.1348381105744,0,0,0,0,0
BTCUPUSDT,2022-07-04 20:00:00,1656979200000,4.677,4.788,4.263,4.377,598185.4,4.377,-0.06474358974358974,0,5.0,0,4.7106,-7.08190039485417,0,684440.5313333333,642800.034,6.477986174676115,0,0,0,0,0
BURGERUSDT,2022-07-04 20:00:00,1656979200000,0.963,1.044,0.915,0.928,5947321.9,0.928,-0.036344755970924125,0,5.0,0,0.7568,22.621564482029598,1,10313343.133333333,11062376.872000001,-6.771001813927972,0,0,0,0,0
AAVEUSDT,2022-07-04 20:00:00,1656979200000,63.1,64.4,57.9,59.4,152781.938,59.4,-0.058637083993660855,0,5.0,0,62.10666666666667,-4.358093602404471,0,255717.4699333333,283566.44984200003,-9.820971389310635,0,0,0,0,0
BTCUSDT,2022-07-04 20:00:00,1656979200000,20236.71,20478.4,19304.4,19518.19,57193.01365,19518.19,-0.0355057714420971,0,5.0,0,20207.782,-3.412507122256171,0,68277.82331933333,80368.21018532,-15.043742840742139,0,0,0,0,0
BALUSDT,2022-07-04 20:00:00,1656979200000,4.96,5.39,4.73,4.82,586472.42,4.82,-0.02626262626262621,0,5.0,0,4.876666666666667,-1.1619958988380035,0,273362.37733333337,326043.585,-16.15771942474091,0,0,0,0,0
USDCUSDT,2022-07-04 20:00:00,1656979200000,1.0012,1.0013,1.001,1.0011,169040441.0,1.0011,0.0,0,5.0,0,1.00106,0.003995764489644976,0,256694880.93333334,323939410.38,-20.758366315412154,0,0,0,0,0
XLMUSDT,2022-07-04 20:00:00,1656979200000,0.1112,0.1116,0.1044,0.1069,45445849.0,0.1069,-0.039532794249775405,0,5.0,0,0.11434000000000001,-6.506909218121406,0,63039292.4,79689601.64,-20.893954665777148,0,0,0,0,0
MKRUSDT,2022-07-04 20:00:00,1656979200000,942.0,966.0,896.0,916.0,1735.6647,916.0,-0.026567481402762994,0,5.0,0,945.4666666666667,-3.1166267099139784,0,2743.7259466666674,3493.1909715999996,-21.45502582099174,0,0,0,0,0
ADAUPUSDT,2022-07-04 20:00:00,1656979200000,0.979,0.989,0.843,0.867,2206621.39,0.867,-0.11440245148110317,0,5.0,0,0.9624666666666666,-9.918958232319728,0,2818242.07,3605718.9577999995,-21.839663518325686,0,0,0,0,0
SUSHIUSDT,2022-07-04 20:00:00,1656979200000,1.093,1.128,1.021,1.055,5048702.7,1.055,-0.034766697163769456,0,5.0,0,1.1012,-4.19542317471849,0,6576521.906666666,8495768.722000001,-22.590619850130786,0,0,0,0,0
KLAYUSDT,2022-07-04 20:00:00,1656979200000,0.239,0.243,0.227,0.23,9188043.6,0.23,-0.03765690376569031,0,5.0,0,0.24000000000000002,-4.16666666666667,0,12279807.16,15926296.443999998,-22.896027942351658,0,0,0,0,0
DUSKUSDT,2022-07-04 20:00:00,1656979200000,0.1186,0.1212,0.1115,0.1128,14861331.0,0.1128,-0.04890387858347389,0,5.0,0,0.12418,-9.164116604928331,0,31220255.8,41765633.98,-25.24893596742667,0,0,0,0,0
ZECUSDT,2022-07-04 20:00:00,1656979200000,58.1,58.8,54.8,55.9,90302.589,55.9,-0.03786574870912229,0,5.0,0,59.65333333333333,-6.291908806437188,0,96918.43693333333,137031.9946428,-29.273132755624193,0,0,0,0,0
BNBUSDT,2022-07-04 20:00:00,1656979200000,231.6,236.6,222.9,225.2,484971.814,225.2,-0.027213822894168516,0,5.0,0,226.11333333333334,-0.4039272341303868,0,565068.6416666667,806628.7490739999,-29.946875521687183,0,0,0,0,0
DREPUSDT,2022-07-04 20:00:00,1656979200000,0.5329,0.5503,0.5099,0.5162,554244.0,0.5162,-0.03079233946676674,0,5.0,0,0.5552666666666666,-7.0356585424420555,0,1449482.9333333333,2125254.46,-31.797205435186648,0,0,0,0,0
WAVESUSDT,2022-07-04 20:00:00,1656979200000,5.51,5.54,5.08,5.19,3238851.56,5.19,-0.05807622504537191,0,5.0,0,5.627333333333334,-7.771591043715211,0,5856773.832666667,9135282.788040001,-35.88842328631128,0,0,0,0,0
MIRUSDT,2022-07-04 20:00:00,1656979200000,0.186,0.19094,0.17934,0.18186,6804592.9,0.18186,-0.02188995858656495,0,5.0,0,0.19233,-5.443768522851353,0,21496901.62,33561759.138000004,-35.94822747041192,0,0,0,0,0
LITUSDT,2022-07-04 20:00:00,1656979200000,0.874,0.982,0.872,0.938,14154427.0,0.938,0.0744558991981672,1,5.0,0,0.9601999999999999,-2.3120183295146846,0,14937825.626666667,23451148.714,-36.30237133011315,0,0,0,0,0
KDAUSDT,2022-07-04 20:00:00,1656979200000,1.545,1.556,1.456,1.482,1159985.21,1.482,-0.0395333765392093,0,5.0,0,1.5898,-6.780727135488748,0,1919038.442,3018152.0465999995,-36.416773828149914,0,0,0,0,0
RSRUSDT,2022-07-04 20:00:00,1656979200000,0.00704,0.00747,0.00676,0.00689,888578707.4,0.00689,-0.02269503546099283,0,5.0,0,0.00778,-11.439588688946007,0,1392981174.3133333,2510359755.1480002,-44.510695271594294,0,0,0,0,0
SCUSDT,2022-07-04 20:00:00,1656979200000,0.0039,0.00394,0.00368,0.00371,90466166.0,0.00371,-0.046272493573264684,0,5.0,0,0.00391,-5.115089514066498,0,227029658.66666666,434734879.32,-47.77744564186337,0,0,0,0,0
C98USDT,2022-07-04 20:00:00,1656979200000,0.495,0.504,0.467,0.472,3802717.5,0.472,-0.04646464646464654,0,5.0,0,0.4938666666666667,-4.42764578833694,0,6240091.533333333,12837310.342,-51.39097391049633,0,0,0,0,0
TUSDUSDT,2022-07-04 20:00:00,1656979200000,1.0012,1.0013,1.001,1.0011,10522762.0,1.0011,-9.988014382744659e-05,0,5.0,0,1.0011133333333333,-0.0013318505397189769,0,8509550.133333333,19456572.52,-56.263878827650096,0,0,0,0,0
PONDUSDT,2022-07-04 20:00:00,1656979200000,0.00959,0.00988,0.00899,0.00921,119946601.18,0.00921,-0.039624608967674724,0,5.0,0,0.009967333333333332,-7.598153969634128,0,175912423.618,448068521.9194,-60.739838883472444,0,0,0,0,0
BNXUSDT,2022-07-04 20:00:00,1656979200000,116.3,121.0,115.5,118.1,20995.013,118.1,0.015477214101461634,1,5.0,0,120.94,-2.3482718703489365,0,24687.729000000003,72123.06502,-65.76999467070068,0,0,0,0,0
